Station_ID	 Variable	 DateTime	 Value
USGS000001	FLOW	2/27/1990 0:00	121.74976
USGS000001	FLOW	2/28/1990 0:00	133.48184
USGS000001	FLOW	3/1/1990 0:00	130.63306
USGS000001	FLOW	3/2/1990 0:00	114.50075
USGS000001	FLOW	3/3/1990 0:00	106.55385
USGS000001	FLOW	3/4/1990 0:00	120.88321
USGS000001	FLOW	3/5/1990 0:00	117.21956
USGS000001	FLOW	3/6/1990 0:00	109.505875
USGS000001	FLOW	3/7/1990 0:00	135.71591
USGS000001	FLOW	3/8/1990 0:00	110.048134
USGS000001	FLOW	3/9/1990 0:00	125.98759
USGS000001	FLOW	3/10/1990 0:00	108.11048
USGS000001	FLOW	3/11/1990 0:00	139.73862
USGS000001	FLOW	3/12/1990 0:00	125.5823
USGS000001	FLOW	3/13/1990 0:00	128.73553
USGS000001	FLOW	3/14/1990 0:00	128.35176
USGS000001	FLOW	3/15/1990 0:00	108.88981
USGS000001	FLOW	3/16/1990 0:00	141.84056
USGS000001	FLOW	3/17/1990 0:00	109.34976
USGS000001	FLOW	3/18/1990 0:00	109.09516
USGS000001	FLOW	3/19/1990 0:00	111.65284
USGS000001	FLOW	3/20/1990 0:00	135.38875
USGS000001	FLOW	3/21/1990 0:00	110.71701
USGS000001	FLOW	3/22/1990 0:00	145.97977
USGS000001	FLOW	3/23/1990 0:00	146.69304
USGS000001	FLOW	3/24/1990 0:00	128.06824
USGS000001	FLOW	3/25/1990 0:00	124.7113
USGS000001	FLOW	3/26/1990 0:00	134.43091
USGS000001	FLOW	3/27/1990 0:00	111.604294
USGS000001	FLOW	3/28/1990 0:00	124.78825
USGS000001	FLOW	3/29/1990 0:00	115.594955
USGS000001	FLOW	3/30/1990 0:00	127.43109
USGS000001	FLOW	3/31/1990 0:00	141.66896
USGS000001	FLOW	4/1/1990 0:00	131.28767
USGS000001	FLOW	4/2/1990 0:00	126.02769
USGS000001	FLOW	4/3/1990 0:00	121.892395
USGS000001	FLOW	4/4/1990 0:00	146.27672
USGS000001	FLOW	4/5/1990 0:00	133.43596
USGS000001	FLOW	4/6/1990 0:00	139.34172
USGS000001	FLOW	4/7/1990 0:00	110.676254
USGS000001	FLOW	4/8/1990 0:00	145.12039
USGS000001	FLOW	4/9/1990 0:00	148.10484
USGS000001	FLOW	4/10/1990 0:00	123.0468
USGS000001	FLOW	4/11/1990 0:00	138.08832
USGS000001	FLOW	4/12/1990 0:00	116.07296
USGS000001	FLOW	4/13/1990 0:00	113.61351
USGS000001	FLOW	4/14/1990 0:00	127.47447
USGS000001	FLOW	4/15/1990 0:00	122.610275
USGS000001	FLOW	4/16/1990 0:00	140.20796
USGS000001	FLOW	4/17/1990 0:00	114.980095
USGS000001	FLOW	4/18/1990 0:00	114.291855
USGS000001	FLOW	4/19/1990 0:00	117.387955
USGS000001	FLOW	4/20/1990 0:00	132.27693
USGS000001	FLOW	4/21/1990 0:00	128.96443
USGS000001	FLOW	4/22/1990 0:00	147.7637
USGS000001	FLOW	4/23/1990 0:00	138.75537
USGS000001	FLOW	4/24/1990 0:00	134.80345
USGS000001	FLOW	4/25/1990 0:00	136.3267
USGS000001	FLOW	4/26/1990 0:00	119.10651
USGS000001	FLOW	4/27/1990 0:00	129.40054
USGS000001	FLOW	4/28/1990 0:00	146.69382
USGS000001	FLOW	4/29/1990 0:00	132.90848
USGS000001	FLOW	4/30/1990 0:00	107.610405
USGS000001	FLOW	5/1/1990 0:00	120.21667
USGS000001	FLOW	5/2/1990 0:00	143.3137
USGS000001	FLOW	5/3/1990 0:00	106.97998
USGS000001	FLOW	5/4/1990 0:00	114.419556
USGS000001	FLOW	5/5/1990 0:00	115.97523
USGS000001	FLOW	5/6/1990 0:00	106.61699
USGS000001	FLOW	5/7/1990 0:00	113.43558
USGS000001	FLOW	5/8/1990 0:00	128.18968
USGS000001	FLOW	5/9/1990 0:00	121.082954
USGS000001	FLOW	5/10/1990 0:00	107.634796
USGS000001	FLOW	5/11/1990 0:00	143.30888
USGS000001	FLOW	5/12/1990 0:00	108.10226
USGS000001	FLOW	5/13/1990 0:00	107.16043
USGS000001	FLOW	5/14/1990 0:00	115.43236
USGS000001	FLOW	5/15/1990 0:00	115.19022
USGS000001	FLOW	5/16/1990 0:00	131.93279
USGS000001	FLOW	5/17/1990 0:00	134.56343
USGS000001	FLOW	5/18/1990 0:00	101.529205
USGS000001	FLOW	5/19/1990 0:00	102.481804
USGS000001	FLOW	5/20/1990 0:00	134.04303
USGS000001	FLOW	5/21/1990 0:00	135.8777
USGS000001	FLOW	5/22/1990 0:00	109.17764
USGS000001	FLOW	5/23/1990 0:00	136.31042
USGS000001	FLOW	5/24/1990 0:00	132.67441
USGS000001	FLOW	5/25/1990 0:00	109.63642
USGS000001	FLOW	5/26/1990 0:00	119.86248
USGS000001	FLOW	5/27/1990 0:00	123.012596
USGS000001	FLOW	5/28/1990 0:00	122.22633
USGS000001	FLOW	5/29/1990 0:00	104.48004
USGS000001	FLOW	5/30/1990 0:00	108.24778
USGS000001	FLOW	5/31/1990 0:00	103.24371
USGS000001	FLOW	6/1/1990 0:00	96.665215
USGS000001	FLOW	6/2/1990 0:00	104.27119
USGS000001	FLOW	6/3/1990 0:00	131.92665
USGS000001	FLOW	6/4/1990 0:00	133.63187
USGS000001	FLOW	6/5/1990 0:00	124.94269
USGS000001	FLOW	6/6/1990 0:00	98.62436
USGS000001	FLOW	6/7/1990 0:00	128.08585
USGS000001	FLOW	6/8/1990 0:00	99.74899
USGS000001	FLOW	6/9/1990 0:00	103.59844
USGS000001	FLOW	6/10/1990 0:00	113.730705
USGS000001	FLOW	6/11/1990 0:00	113.09984
USGS000001	FLOW	6/12/1990 0:00	118.86755
USGS000001	FLOW	6/13/1990 0:00	94.75936
USGS000001	FLOW	6/14/1990 0:00	113.32032
USGS000001	FLOW	6/15/1990 0:00	104.55923
USGS000001	FLOW	6/16/1990 0:00	123.64401
USGS000001	FLOW	6/17/1990 0:00	105.706535
USGS000001	FLOW	6/18/1990 0:00	101.33884
USGS000001	FLOW	6/19/1990 0:00	125.46109
USGS000001	FLOW	6/20/1990 0:00	104.9515
USGS000001	FLOW	6/21/1990 0:00	107.620895
USGS000001	FLOW	6/22/1990 0:00	123.30278
USGS000001	FLOW	6/23/1990 0:00	117.297676
USGS000001	FLOW	6/24/1990 0:00	89.50687
USGS000001	FLOW	6/25/1990 0:00	88.15579
USGS000001	FLOW	6/26/1990 0:00	83.4635
USGS000001	FLOW	6/27/1990 0:00	90.11029
USGS000001	FLOW	6/28/1990 0:00	119.93361
USGS000001	FLOW	6/29/1990 0:00	110.61038
USGS000001	FLOW	6/30/1990 0:00	97.45084
USGS000001	FLOW	7/1/1990 0:00	104.40633
USGS000001	FLOW	7/2/1990 0:00	96.25939
USGS000001	FLOW	7/3/1990 0:00	84.739784
USGS000001	FLOW	7/4/1990 0:00	115.652954
USGS000001	FLOW	7/5/1990 0:00	117.26538
USGS000001	FLOW	7/6/1990 0:00	113.81541
USGS000001	FLOW	7/7/1990 0:00	84.58372
USGS000001	FLOW	7/8/1990 0:00	90.51918
USGS000001	FLOW	7/9/1990 0:00	98.33831
USGS000001	FLOW	7/10/1990 0:00	100.77482
USGS000001	FLOW	7/11/1990 0:00	113.32332
USGS000001	FLOW	7/12/1990 0:00	108.00917
USGS000001	FLOW	7/13/1990 0:00	104.49963
USGS000001	FLOW	7/14/1990 0:00	85.320175
USGS000001	FLOW	7/15/1990 0:00	87.18173
USGS000001	FLOW	7/16/1990 0:00	94.11459
USGS000001	FLOW	7/17/1990 0:00	104.76102
USGS000001	FLOW	7/18/1990 0:00	81.97445
USGS000001	FLOW	7/19/1990 0:00	107.11311
USGS000001	FLOW	7/20/1990 0:00	97.67529
USGS000001	FLOW	7/21/1990 0:00	78.18926
USGS000001	FLOW	7/22/1990 0:00	81.20274
USGS000001	FLOW	7/23/1990 0:00	78.772064
USGS000001	FLOW	7/24/1990 0:00	102.493286
USGS000001	FLOW	7/25/1990 0:00	94.26986
USGS000001	FLOW	7/26/1990 0:00	71.46585
USGS000001	FLOW	7/27/1990 0:00	84.53979
USGS000001	FLOW	7/28/1990 0:00	99.45556
USGS000001	FLOW	7/29/1990 0:00	101.98815
USGS000001	FLOW	7/30/1990 0:00	97.474556
USGS000001	FLOW	7/31/1990 0:00	103.99982
USGS000001	FLOW	8/1/1990 0:00	103.13563
USGS000001	FLOW	8/2/1990 0:00	83.62707
USGS000001	FLOW	8/3/1990 0:00	100.14868
USGS000001	FLOW	8/4/1990 0:00	102.84579
USGS000001	FLOW	8/5/1990 0:00	69.89003
USGS000001	FLOW	8/6/1990 0:00	86.71351
USGS000001	FLOW	8/7/1990 0:00	71.236435
USGS000001	FLOW	8/8/1990 0:00	87.73751
USGS000001	FLOW	8/9/1990 0:00	81.98732
USGS000001	FLOW	8/10/1990 0:00	89.87324
USGS000001	FLOW	8/11/1990 0:00	65.5784
USGS000001	FLOW	8/12/1990 0:00	92.97845
USGS000001	FLOW	8/13/1990 0:00	74.25997
USGS000001	FLOW	8/14/1990 0:00	80.80666
USGS000001	FLOW	8/15/1990 0:00	88.40413
USGS000001	FLOW	8/16/1990 0:00	67.21871
USGS000001	FLOW	8/17/1990 0:00	80.025604
USGS000001	FLOW	8/18/1990 0:00	90.01522
USGS000001	FLOW	8/19/1990 0:00	81.382866
USGS000001	FLOW	8/20/1990 0:00	65.70538
USGS000001	FLOW	8/21/1990 0:00	94.80977
USGS000001	FLOW	8/22/1990 0:00	59.175323
USGS000001	FLOW	8/23/1990 0:00	58.980797
USGS000001	FLOW	8/24/1990 0:00	65.00822
USGS000001	FLOW	8/25/1990 0:00	68.66129
USGS000001	FLOW	8/26/1990 0:00	62.666348
USGS000001	FLOW	8/27/1990 0:00	67.15716
USGS000001	FLOW	8/28/1990 0:00	66.03578
USGS000001	FLOW	8/29/1990 0:00	90.20471
USGS000001	FLOW	8/30/1990 0:00	73.44386
USGS000001	FLOW	8/31/1990 0:00	69.07007
USGS000001	FLOW	9/1/1990 0:00	72.2573
USGS000001	FLOW	9/2/1990 0:00	84.385124
USGS000001	FLOW	9/3/1990 0:00	80.10228
USGS000001	FLOW	9/4/1990 0:00	93.33176
USGS000001	FLOW	9/5/1990 0:00	67.353874
USGS000001	FLOW	9/6/1990 0:00	87.1614
USGS000001	FLOW	9/7/1990 0:00	65.13453
USGS000001	FLOW	9/8/1990 0:00	59.8126
USGS000001	FLOW	9/9/1990 0:00	89.79385
USGS000001	FLOW	9/10/1990 0:00	75.800354
USGS000001	FLOW	9/11/1990 0:00	76.4069
USGS000001	FLOW	9/12/1990 0:00	67.20116
USGS000001	FLOW	9/13/1990 0:00	89.794044
USGS000001	FLOW	9/14/1990 0:00	54.53076
USGS000001	FLOW	9/15/1990 0:00	70.083374
USGS000001	FLOW	9/16/1990 0:00	86.321655
USGS000001	FLOW	9/17/1990 0:00	63.457977
USGS000001	FLOW	9/18/1990 0:00	87.61022
USGS000001	FLOW	9/19/1990 0:00	85.9761
USGS000001	FLOW	9/20/1990 0:00	86.238945
USGS000001	FLOW	9/21/1990 0:00	51.17224
USGS000001	FLOW	9/22/1990 0:00	62.35568
USGS000001	FLOW	9/23/1990 0:00	73.54938
USGS000001	FLOW	9/24/1990 0:00	51.011417
USGS000001	FLOW	9/25/1990 0:00	85.83412
USGS000001	FLOW	9/26/1990 0:00	66.58384
USGS000001	FLOW	9/27/1990 0:00	77.153076
USGS000001	FLOW	9/28/1990 0:00	76.283394
USGS000001	FLOW	9/29/1990 0:00	89.42011
USGS000001	FLOW	9/30/1990 0:00	61.861504
USGS000001	FLOW	10/1/1990 0:00	87.625694
USGS000001	FLOW	10/2/1990 0:00	80.08887
USGS000001	FLOW	10/3/1990 0:00	51.241646
USGS000001	FLOW	10/4/1990 0:00	63.65454
USGS000001	FLOW	10/5/1990 0:00	76.33665
USGS000001	FLOW	10/6/1990 0:00	51.78402
USGS000001	FLOW	10/7/1990 0:00	77.53444
USGS000001	FLOW	10/8/1990 0:00	71.04856
USGS000001	FLOW	10/9/1990 0:00	64.831604
USGS000001	FLOW	10/10/1990 0:00	64.0571
USGS000001	FLOW	10/11/1990 0:00	59.119965
USGS000001	FLOW	10/12/1990 0:00	74.6712
USGS000001	FLOW	10/13/1990 0:00	76.30783
USGS000001	FLOW	10/14/1990 0:00	74.884514
USGS000001	FLOW	10/15/1990 0:00	63.653408
USGS000001	FLOW	10/16/1990 0:00	77.506065
USGS000001	FLOW	10/17/1990 0:00	55.01022
USGS000001	FLOW	10/18/1990 0:00	56.60263
USGS000001	FLOW	10/19/1990 0:00	85.01483
USGS000001	FLOW	10/20/1990 0:00	63.10327
USGS000001	FLOW	10/21/1990 0:00	90.7893
USGS000001	FLOW	10/22/1990 0:00	65.85696
USGS000001	FLOW	10/23/1990 0:00	52.01094
USGS000001	FLOW	10/24/1990 0:00	75.34773
USGS000001	FLOW	10/25/1990 0:00	66.41055
USGS000001	FLOW	10/26/1990 0:00	58.793602
USGS000001	FLOW	10/27/1990 0:00	60.116188
USGS000001	FLOW	10/28/1990 0:00	78.76888
USGS000001	FLOW	10/29/1990 0:00	57.582207
USGS000001	FLOW	10/30/1990 0:00	91.27003
USGS000001	FLOW	10/31/1990 0:00	60.932487
USGS000001	FLOW	11/1/1990 0:00	80.20805
USGS000001	FLOW	11/2/1990 0:00	62.19068
USGS000001	FLOW	11/3/1990 0:00	80.18017
USGS000001	FLOW	11/4/1990 0:00	80.88034
USGS000001	FLOW	11/5/1990 0:00	89.48964
USGS000001	FLOW	11/6/1990 0:00	69.60499
USGS000001	FLOW	11/7/1990 0:00	80.26668
USGS000001	FLOW	11/8/1990 0:00	72.81064
USGS000001	FLOW	11/9/1990 0:00	73.412766
USGS000001	FLOW	11/10/1990 0:00	64.404884
USGS000001	FLOW	11/11/1990 0:00	88.53857
USGS000001	FLOW	11/12/1990 0:00	79.426315
USGS000001	FLOW	11/13/1990 0:00	79.09218
USGS000001	FLOW	11/14/1990 0:00	84.824394
USGS000001	FLOW	11/15/1990 0:00	74.7453
USGS000001	FLOW	11/16/1990 0:00	84.8374
USGS000001	FLOW	11/17/1990 0:00	98.006
USGS000001	FLOW	11/18/1990 0:00	87.25683
USGS000001	FLOW	11/19/1990 0:00	68.79054
USGS000001	FLOW	11/20/1990 0:00	72.60555
USGS000001	FLOW	11/21/1990 0:00	82.157425
USGS000001	FLOW	11/22/1990 0:00	93.45607
USGS000001	FLOW	11/23/1990 0:00	89.090126
USGS000001	FLOW	11/24/1990 0:00	74.4364
USGS000001	FLOW	11/25/1990 0:00	85.728745
USGS000001	FLOW	11/26/1990 0:00	92.63852
USGS000001	FLOW	11/27/1990 0:00	81.05967
USGS000001	FLOW	11/28/1990 0:00	103.01929
USGS000001	FLOW	11/29/1990 0:00	83.93211
USGS000001	FLOW	11/30/1990 0:00	98.6747
USGS000001	FLOW	12/1/1990 0:00	66.39407
USGS000001	FLOW	12/2/1990 0:00	81.72018
USGS000001	FLOW	12/3/1990 0:00	82.44421
USGS000001	FLOW	12/4/1990 0:00	72.63933
USGS000001	FLOW	12/5/1990 0:00	89.061806
USGS000001	FLOW	12/6/1990 0:00	83.26855
USGS000001	FLOW	12/7/1990 0:00	67.55653
USGS000001	FLOW	12/8/1990 0:00	106.07644
USGS000001	FLOW	12/9/1990 0:00	86.88177
USGS000001	FLOW	12/10/1990 0:00	81.26696
USGS000001	FLOW	12/11/1990 0:00	88.75928
USGS000001	FLOW	12/12/1990 0:00	98.459366
USGS000001	FLOW	12/13/1990 0:00	86.922646
USGS000001	FLOW	12/14/1990 0:00	74.67358
USGS000001	FLOW	12/15/1990 0:00	78.88171
USGS000001	FLOW	12/16/1990 0:00	103.71841
USGS000001	FLOW	12/17/1990 0:00	90.86412
USGS000001	FLOW	12/18/1990 0:00	109.126884
USGS000001	FLOW	12/19/1990 0:00	110.92743
USGS000001	FLOW	12/20/1990 0:00	93.877205
USGS000001	FLOW	12/21/1990 0:00	82.690056
USGS000001	FLOW	12/22/1990 0:00	112.7506
USGS000001	FLOW	12/23/1990 0:00	110.68854
USGS000001	FLOW	12/24/1990 0:00	101.2191
USGS000001	FLOW	12/25/1990 0:00	101.98668
USGS000001	FLOW	12/26/1990 0:00	110.61966
USGS000001	FLOW	12/27/1990 0:00	97.62313
USGS000001	FLOW	12/28/1990 0:00	90.91991
USGS000001	FLOW	12/29/1990 0:00	80.97975
USGS000001	FLOW	12/30/1990 0:00	83.32958
USGS000001	FLOW	12/31/1990 0:00	115.672165
USGS000001	FLOW	1/1/1991 0:00	0
USGS000001	FLOW	1/2/1991 0:00	0
USGS000001	FLOW	1/3/1991 0:00	0
USGS000001	FLOW	1/4/1991 0:00	0
USGS000001	FLOW	1/5/1991 0:00	0
USGS000001	FLOW	1/6/1991 0:00	0
USGS000001	FLOW	1/7/1991 0:00	0
USGS000001	FLOW	1/8/1991 0:00	0
USGS000001	FLOW	1/9/1991 0:00	0
USGS000001	FLOW	1/10/1991 0:00	0
USGS000001	FLOW	1/11/1991 0:00	0
USGS000001	FLOW	1/12/1991 0:00	0
USGS000001	FLOW	1/13/1991 0:00	0
USGS000001	FLOW	1/14/1991 0:00	0
USGS000001	FLOW	1/15/1991 0:00	0
USGS000001	FLOW	1/16/1991 0:00	0
USGS000001	FLOW	1/17/1991 0:00	0
USGS000001	FLOW	1/18/1991 0:00	0
USGS000001	FLOW	1/19/1991 0:00	0
USGS000001	FLOW	1/20/1991 0:00	0
USGS000001	FLOW	1/21/1991 0:00	0
USGS000001	FLOW	1/22/1991 0:00	0
USGS000001	FLOW	1/23/1991 0:00	0
USGS000001	FLOW	1/24/1991 0:00	0
USGS000001	FLOW	1/25/1991 0:00	0
USGS000001	FLOW	1/26/1991 0:00	0
USGS000001	FLOW	1/27/1991 0:00	0
USGS000001	FLOW	1/28/1991 0:00	0
USGS000001	FLOW	1/29/1991 0:00	0
USGS000001	FLOW	1/30/1991 0:00	0
USGS000001	FLOW	1/31/1991 0:00	0
USGS000001	FLOW	2/1/1991 0:00	0
USGS000001	FLOW	2/2/1991 0:00	0
USGS000001	FLOW	2/3/1991 0:00	0
USGS000001	FLOW	2/4/1991 0:00	0
USGS000001	FLOW	2/5/1991 0:00	0
USGS000001	FLOW	2/6/1991 0:00	0
USGS000001	FLOW	2/7/1991 0:00	0
USGS000001	FLOW	2/8/1991 0:00	0
USGS000001	FLOW	2/9/1991 0:00	0
USGS000001	FLOW	2/10/1991 0:00	0
USGS000001	FLOW	2/11/1991 0:00	0
USGS000001	FLOW	2/12/1991 0:00	0
USGS000001	FLOW	2/13/1991 0:00	0
USGS000001	FLOW	2/14/1991 0:00	0
USGS000001	FLOW	2/15/1991 0:00	0
USGS000001	FLOW	2/16/1991 0:00	0
USGS000001	FLOW	2/17/1991 0:00	0
USGS000001	FLOW	2/18/1991 0:00	0
USGS000001	FLOW	2/19/1991 0:00	0
USGS000001	FLOW	2/20/1991 0:00	0
USGS000001	FLOW	2/21/1991 0:00	0
USGS000001	FLOW	2/22/1991 0:00	0
USGS000001	FLOW	2/23/1991 0:00	0
USGS000001	FLOW	2/24/1991 0:00	0
USGS000001	FLOW	2/25/1991 0:00	0
USGS000001	FLOW	2/26/1991 0:00	0
USGS000001	FLOW	2/27/1991 0:00	0
USGS000001	FLOW	2/28/1991 0:00	0
USGS000001	FLOW	3/1/1991 0:00	0
USGS000001	FLOW	3/2/1991 0:00	0
USGS000001	FLOW	3/3/1991 0:00	0
USGS000001	FLOW	3/4/1991 0:00	0
USGS000001	FLOW	3/5/1991 0:00	0
USGS000001	FLOW	3/6/1991 0:00	0
USGS000001	FLOW	3/7/1991 0:00	0
USGS000001	FLOW	3/8/1991 0:00	0
USGS000001	FLOW	3/9/1991 0:00	0
USGS000001	FLOW	3/10/1991 0:00	0
USGS000001	FLOW	3/11/1991 0:00	0
USGS000001	FLOW	3/12/1991 0:00	0
USGS000001	FLOW	3/13/1991 0:00	0
USGS000001	FLOW	3/14/1991 0:00	0
USGS000001	FLOW	3/15/1991 0:00	0
USGS000001	FLOW	3/16/1991 0:00	0
USGS000001	FLOW	3/17/1991 0:00	0
USGS000001	FLOW	3/18/1991 0:00	0
USGS000001	FLOW	3/19/1991 0:00	0
USGS000001	FLOW	3/20/1991 0:00	0
USGS000001	FLOW	3/21/1991 0:00	0
USGS000001	FLOW	3/22/1991 0:00	0
USGS000001	FLOW	3/23/1991 0:00	0
USGS000001	FLOW	3/24/1991 0:00	0
USGS000001	FLOW	3/25/1991 0:00	0
USGS000001	FLOW	3/26/1991 0:00	0
USGS000001	FLOW	3/27/1991 0:00	0
USGS000001	FLOW	3/28/1991 0:00	0
USGS000001	FLOW	3/29/1991 0:00	0
USGS000001	FLOW	3/30/1991 0:00	0
USGS000001	FLOW	3/31/1991 0:00	0
USGS000001	FLOW	4/1/1991 0:00	0
USGS000001	FLOW	4/2/1991 0:00	0
USGS000001	FLOW	4/3/1991 0:00	0
USGS000001	FLOW	4/4/1991 0:00	0
USGS000001	FLOW	4/5/1991 0:00	0
USGS000001	FLOW	4/6/1991 0:00	0
USGS000001	FLOW	4/7/1991 0:00	0
USGS000001	FLOW	4/8/1991 0:00	0
USGS000001	FLOW	4/9/1991 0:00	0
USGS000001	FLOW	4/10/1991 0:00	0
USGS000001	FLOW	4/11/1991 0:00	0
USGS000001	FLOW	4/12/1991 0:00	0
USGS000001	FLOW	4/13/1991 0:00	0
USGS000001	FLOW	4/14/1991 0:00	0
USGS000001	FLOW	4/15/1991 0:00	0
USGS000001	FLOW	4/16/1991 0:00	0
USGS000001	FLOW	4/17/1991 0:00	0
USGS000001	FLOW	4/18/1991 0:00	0
USGS000001	FLOW	4/19/1991 0:00	0
USGS000001	FLOW	4/20/1991 0:00	0
USGS000001	FLOW	4/21/1991 0:00	0
USGS000001	FLOW	4/22/1991 0:00	0
USGS000001	FLOW	4/23/1991 0:00	0
USGS000001	FLOW	4/24/1991 0:00	0
USGS000001	FLOW	4/25/1991 0:00	0
USGS000001	FLOW	4/26/1991 0:00	0
USGS000001	FLOW	4/27/1991 0:00	0
USGS000001	FLOW	4/28/1991 0:00	0
USGS000001	FLOW	4/29/1991 0:00	0
USGS000001	FLOW	4/30/1991 0:00	0
USGS000001	FLOW	5/1/1991 0:00	0
USGS000001	FLOW	5/2/1991 0:00	0
USGS000001	FLOW	5/3/1991 0:00	0
USGS000001	FLOW	5/4/1991 0:00	0
USGS000001	FLOW	5/5/1991 0:00	0
USGS000001	FLOW	5/6/1991 0:00	0
USGS000001	FLOW	5/7/1991 0:00	0
USGS000001	FLOW	5/8/1991 0:00	0
USGS000001	FLOW	5/9/1991 0:00	0
USGS000001	FLOW	5/10/1991 0:00	0
USGS000001	FLOW	5/11/1991 0:00	0
USGS000001	FLOW	5/12/1991 0:00	0
USGS000001	FLOW	5/13/1991 0:00	0
USGS000001	FLOW	5/14/1991 0:00	0
USGS000001	FLOW	5/15/1991 0:00	0
USGS000001	FLOW	5/16/1991 0:00	0
USGS000001	FLOW	5/17/1991 0:00	0
USGS000001	FLOW	5/18/1991 0:00	0
USGS000001	FLOW	5/19/1991 0:00	0
USGS000001	FLOW	5/20/1991 0:00	0
USGS000001	FLOW	5/21/1991 0:00	0
USGS000001	FLOW	5/22/1991 0:00	0
USGS000001	FLOW	5/23/1991 0:00	0
USGS000001	FLOW	5/24/1991 0:00	0
USGS000001	FLOW	5/25/1991 0:00	0
USGS000001	FLOW	5/26/1991 0:00	0
USGS000001	FLOW	5/27/1991 0:00	0
USGS000001	FLOW	5/28/1991 0:00	0
USGS000001	FLOW	5/29/1991 0:00	0
USGS000001	FLOW	5/30/1991 0:00	0
USGS000001	FLOW	5/31/1991 0:00	0
USGS000001	FLOW	6/1/1991 0:00	0
USGS000001	FLOW	6/2/1991 0:00	0
USGS000001	FLOW	6/3/1991 0:00	0
USGS000001	FLOW	6/4/1991 0:00	0
USGS000001	FLOW	6/5/1991 0:00	0
USGS000001	FLOW	6/6/1991 0:00	0
USGS000001	FLOW	6/7/1991 0:00	0
USGS000001	FLOW	6/8/1991 0:00	0
USGS000001	FLOW	6/9/1991 0:00	0
USGS000001	FLOW	6/10/1991 0:00	0
USGS000001	FLOW	6/11/1991 0:00	0
USGS000001	FLOW	6/12/1991 0:00	0
USGS000001	FLOW	6/13/1991 0:00	0
USGS000001	FLOW	6/14/1991 0:00	0
USGS000001	FLOW	6/15/1991 0:00	0
USGS000001	FLOW	6/16/1991 0:00	0
USGS000001	FLOW	6/17/1991 0:00	0
USGS000001	FLOW	6/18/1991 0:00	0
USGS000001	FLOW	6/19/1991 0:00	0
USGS000001	FLOW	6/20/1991 0:00	0
